"accession_no","sequence_name","gene","sublineage","state","analyses"
"DQ992795","goose_Yunnan_3720_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992800","goose_Yunnan_4804_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992721","duck_Guangxi_3548_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992716","goose_Guangxi_3017_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992715","duck_Guangxi_2926_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992718","chicken_Guangxi_3154_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992722","goose_Guangxi_3714_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992741","duck_Guangxi_89_2006","HA","2.3.2",".","Sub_H5N1"
"DQ992727","duck_Guangxi_4184_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992728","duck_Guangxi_4196_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992724","chicken_Guangxi_3791_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992725","duck_Guangxi_3819_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992723","duck_Guangxi_3741_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992717","duck_Guangxi_3085_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992797","duck_Yunnan_4400_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992798","goose_Yunnan_4494_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992812","duck_Yunnan_6607_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992811","goose_Yunnan_6368_2005","HA","2.3.2",".","Sub_H5N1"
"EU635874","chicken_Yunnan_chuxiong01_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992796","goose_Yunnan_4129_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992751","chicken_Guiyang_2147_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992799","duck_Yunnan_4589_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992803","duck_Yunnan_5251_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992807","duck_Yunnan_5877_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992808","goose_Yunnan_6027_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320896","goose_Guangxi_345_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320900","duck_Guangxi_951_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992719","goose_Guangxi_3316_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320895","chicken_Guangxi_2461_2004","HA","2.3.2",".","Sub_H5N1"
"DQ320899","duck_Guangxi_793_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320898","chicken_Guangxi_604_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320897","quail_Guangxi_575_2005","HA","2.3.2",".","Sub_H5N1"
"EU874899","chicken_Guangdong_1_2005","HA","2.3.2",".","Sub_H5N1"
"DQ095627","Quail_Shantou_911_05","HA","2.3.2",".","Sub_H5N1"
"AY651366","Ph_ST_44_2004","HA","2.3.2",".","Sub_H5N1"
"CY028961","silky_chicken_Shantou_475_2004","HA","2.3.2",".","Sub_H5N1"
"DQ320877","duck_Guangxi_351_2004","HA","2.3.2",".","Sub_H5N1"
"AY737296","chicken_Guangdong_178_04","HA","2.3.2",".","Sub_H5N1"
"HM172116","duck_Guangdong_23_2004","HA","2.3.2",".","Sub_H5N1"
"DQ095630","duck_Hunan_114_05","HA","2.3.2",".","Sub_H5N1"
"DQ320910","chicken_Hunan_999_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320903","duck_Hunan_139_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320905","duck_Hunan_152_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320902","duck_Hunan_127_2005","HA","2.3.2",".","Sub_H5N1"
"DQ320906","duck_Hunan_157_2005","HA","2.3.2",".","Sub_H5N1"
"AY651365","Dk_HN_101_2004","HA","2.3.2",".","Sub_H5N1"
"AY651364","Dk_HN_303_2004","HA","2.3.2",".","Sub_H5N1"
"CY028970","duck_Hunan_733_2004","HA","2.3.2",".","Sub_H5N1"
"AY651363","Dk_HN_5806_2003","HA","2.3.2",".","Sub_H5N1"
"FJ517645","pigeon_Zhejiang_17_2005","HA","2.3.2",".","Sub_H5N1"
"CY028969","duck_Hunan_533_2004","HA","2.3.2",".","Sub_H5N1"
"HM172105","duck_Hunan_70_2004","HA","2.3.2",".","Sub_H5N1"
"AY737289","chicken_Guangdong_191_04","HA","2.3.2",".","Sub_H5N1"
"AY518362","duck_China_E319_2_03","HA","2.3.2",".","Sub_H5N1"
"KP288326","duck_Nanchang_9789_2013","NA","2.3.2",".","Sub_H5N1"
"KP288318","quail_Nanchang_6631_2013","NA","2.3.2",".","Sub_H5N1"
"EPI749361","environment_Guangdong_02811_2012","NA","2.3.2",".","Sub_H5N1"
"EPI749353","environment_Guangxi_03235_2012","NA","2.3.2",".","Sub_H5N1"
"EPI749321","environment_Guangxi_03218_2012","NA","2.3.2",".","Sub_H5N1"
"EPI375432","Hong_Kong_5923_2012","NA","2.3.2",".","Sub_H5N1"
"EPI347304","Guangdong_Shenzhen_1_2011_H5N1","NA","2.3.2",".","Sub_H5N1"
"CY146702","duck_Hunan_S4220_2011","NA","2.3.2",".","Sub_H5N1"
"KF572435","wild_bird_Hong_Kong_07035_1_2011","NA","2.3.2",".","Sub_H5N1"
"KP762502","chicken_Jiangsu_927_2013","NA","2.3.2",".","Sub_H5N1"
"EPI749345","environment_Chongqing_20363_2013","NA","2.3.2",".","Sub_H5N1"
"KF813115","tiger_Jiangsu_01_2013","NA","2.3.2",".","Sub_H5N1"
"KF042286","hill_myna_Heilongjiang_0704_2012","NA","2.3.2",".","Sub_H5N1"
"CY146710","duck_Hunan_S4234_2011","NA","2.3.2",".","Sub_H5N1"
"JN646727","duck_Zhejiang_213_2011","NA","2.3.2",".","Sub_H5N1"
"JX534599","wild_duck_Fujian_2_2011","NA","2.3.2",".","Sub_H5N1"
"JX534591","wild_duck_Fujian_1_2011","NA","2.3.2",".","Sub_H5N1"
"EPI454493","environment_Hangzhou_109_2_2013_H5N1","NA","2.3.2",".","Sub_H5N1"
"JN646728","duck_Zhejiang_224_2011","NA","2.3.2",".","Sub_H5N1"
"JN646731","duck_Zhejiang_2244_2011","NA","2.3.2",".","Sub_H5N1"
"JN646729","duck_Zhejiang_2242_2011","NA","2.3.2",".","Sub_H5N1"
"JN646730","duck_Zhejiang_2243_2011","NA","2.3.2",".","Sub_H5N1"
"JN646733","duck_Zhejiang_2248_2011","NA","2.3.2",".","Sub_H5N1"
"KM028001","swine_Guangxi_592_2011","NA","2.3.2",".","Sub_H5N1"
"KF735645","barn_swallow_Hong_Kong_1161_2010","NA","2.3.2",".","Sub_H5N1"
"KT762441","chicken_Guangxi_S2039_2009","NA","2.3.2",".","Sub_H5N1"
"EPI553219","Chicken_Shandong_J01_2009","NA","2.3.2",".","Sub_H5N1"
"AB557630","feral_pigeon_Hong_Kong_3409_2009","NA","2.3.2",".","Sub_H5N1"
"AB557634","oriental_magpie_robin_Hong_Kong_9298_2009","NA","2.3.2",".","Sub_H5N1"
"AB521164","crested_myna_Hong_Kong_1178_2009","NA","2.3.2",".","Sub_H5N1"
"AB521162","large_billed_crow_Hong_Kong_885_2009","NA","2.3.2",".","Sub_H5N1"
"AB517662","house_crow_Hong_Kong_7677_2008","NA","2.3.2",".","Sub_H5N1"
"CY098746","Guangxi_1_2009","NA","2.3.2",".","Sub_H5N1"
"AB517664","grey_heron_Hong_Kong_779_2009","NA","2.3.2",".","Sub_H5N1"
"CY036247","grey_heron_Hong_Kong_1046_2008","NA","2.3.2",".","Sub_H5N1"
"CY036255","magpie_robin_Hong_Kong_1097_2008","NA","2.3.2",".","Sub_H5N1"
"CY036263","magpie_robin_Hong_Kong_1897_2008","NA","2.3.2",".","Sub_H5N1"
"CY036239","great_egret_Hong_Kong_807_2008","NA","2.3.2",".","Sub_H5N1"
"CY036215","grey_heron_Hong_Kong_3088_2007","NA","2.3.2",".","Sub_H5N1"
"CY036199","little_egret_Hong_Kong_8550_2007","NA","2.3.2",".","Sub_H5N1"
"EPI280280","water_Hunan_7_2009","NA","2.3.2",".","Sub_H5N1"
"KT762433","duck_Hunan_S4020_2008","NA","2.3.2",".","Sub_H5N1"
"CY036207","little_egret_Hong_Kong_8863_2007","NA","2.3.2",".","Sub_H5N1"
"EPI553316","Duck_Shandong_Y02_2009","NA","2.3.2",".","Sub_H5N1"
"JX534559","wild_duck_Shandong_2_2011","NA","2.3.2",".","Sub_H5N1"
"MF116319","duck_China_E26_2012","NA","2.3.2",".","Sub_H5N1"
"HQ636462","Hong_Kong_6841_2010","NA","2.3.2",".","Sub_H5N1"
"EPI553300","Chicken_Shandong_J06_2009","NA","2.3.2",".","Sub_H5N1"
"EPI553308","Duck_Shandong_Y01_2009","NA","2.3.2",".","Sub_H5N1"
"JX534575","wild_duck_Jilin_HF_2011","NA","2.3.2",".","Sub_H5N1"
"CY146694","duck_Hunan_S4150_2011","NA","2.3.2",".","Sub_H5N1"
"EPI592914","environment_Chongqing_02412_2012","NA","2.3.2",".","Sub_H5N1"
"JX534583","wild_duck_Jilin_ZF_2011","NA","2.3.2",".","Sub_H5N1"
"KJ522767","chicken_Hubei_RA18_2010","NA","2.3.2",".","Sub_H5N1"
"GU477542","brown_headed_gull_Qinghai_9_2009","NA","2.3.2",".","Sub_H5N1"
"GU477543","brown_headed_gull_Qinghai_19_2009","NA","2.3.2",".","Sub_H5N1"
"GU477541","great_black_headed_gull_Qinghai_8_2009","NA","2.3.2",".","Sub_H5N1"
"CY063320","great_crested_grebe_Qinghai_1_2009","NA","2.3.2",".","Sub_H5N1"
"JQ638677","chicken_Jiangsu_k0402_2010","NA","2.3.2",".","Sub_H5N1"
"JQ638678","goose_Jiangsu_k0403_2010","NA","2.3.2",".","Sub_H5N1"
"GU182168","duck_Hunan_8_2008","NA","2.3.2",".","Sub_H5N1"
"GU182160","chicken_Hunan_8_2008","NA","2.3.2",".","Sub_H5N1"
"KJ003989","duck_Hubei_xn_2007","NA","2.3.2",".","Sub_H5N1"
"GU182208","environment_Hunan_5_32_2007","NA","2.3.2",".","Sub_H5N1"
"GU182200","environment_Hunan_5_25_2007","NA","2.3.2",".","Sub_H5N1"
"GU182152","duck_Hunan_3_2007","NA","2.3.2",".","Sub_H5N1"
"GU182144","chicken_Hunan_3_2007","NA","2.3.2",".","Sub_H5N1"
"GU182176","environment_Hunan_7_73_2008","NA","2.3.2",".","Sub_H5N1"
"GU182192","environment_Hunan_6_45_2008","NA","2.3.2",".","Sub_H5N1"
"CY036231","black_crowned_night_heron_Hong_Kong_659_2008","NA","2.3.2",".","Sub_H5N1"
"CY036223","common_buzzard_Hong_Kong_9213_2007","NA","2.3.2",".","Sub_H5N1"
"JF975563","swan_Shanghai_10_2009","NA","2.3.2",".","Sub_H5N1"
"CY036175","common_magpie_Hong_Kong_5052_2007","NA","2.3.2",".","Sub_H5N1"
"CY036191","house_crow_Hong_Kong_5288_2007","NA","2.3.2",".","Sub_H5N1"
"CY036095","peregrine_falcon_Hong_Kong_1143_2007","NA","2.3.2",".","Sub_H5N1"
"EF124290","duck_Guangxi_4665_2005","NA","2.3.2",".","Sub_H5N1"
"EF124289","duck_Guangxi_4196_2005","NA","2.3.2",".","Sub_H5N1"
"EF124209","duck_Guangxi_89_2006","NA","2.3.2",".","Sub_H5N1"
"EF124283","goose_Guangxi_3714_2005","NA","2.3.2",".","Sub_H5N1"
"EF124288","duck_Guangxi_4184_2005","NA","2.3.2",".","Sub_H5N1"
"EF124281","duck_Guangxi_3364_2005","NA","2.3.2",".","Sub_H5N1"
"EF124293","duck_Yunnan_4400_2005","NA","2.3.2",".","Sub_H5N1"
"EF124276","duck_Guangxi_2926_2005","NA","2.3.2",".","Sub_H5N1"
"EF124294","goose_Yunnan_4494_2005","NA","2.3.2",".","Sub_H5N1"
"EU635875","chicken_Yunnan_chuxiong01_2005","NA","2.3.2",".","Sub_H5N1"
"EF124215","goose_Yunnan_6368_2005","NA","2.3.2",".","Sub_H5N1"
"EF124211","chicken_Guiyang_2173_2005","NA","2.3.2",".","Sub_H5N1"
"EF124295","duck_Yunnan_4589_2005","NA","2.3.2",".","Sub_H5N1"
"EF124297","duck_Yunnan_5877_2005","NA","2.3.2",".","Sub_H5N1"
"EF124214","duck_Yunnan_5820_2005","NA","2.3.2",".","Sub_H5N1"
"EF124292","goose_Yunnan_4129_2005","NA","2.3.2",".","Sub_H5N1"
"EF124291","goose_Yunnan_3720_2005","NA","2.3.2",".","Sub_H5N1"
"EF124296","goose_Yunnan_4804_2005","NA","2.3.2",".","Sub_H5N1"
"EF124278","duck_Guangxi_3085_2005","NA","2.3.2",".","Sub_H5N1"
"EF124286","duck_Guangxi_3819_2005","NA","2.3.2",".","Sub_H5N1"
"EF124282","duck_Guangxi_3548_2005","NA","2.3.2",".","Sub_H5N1"
"DQ321028","goose_Guangxi_345_2005","NA","2.3.2",".","Sub_H5N1"
"DQ321032","duck_Guangxi_951_2005","NA","2.3.2",".","Sub_H5N1"
"DQ321044","duck_Hunan_1608_2005","NA","2.3.2",".","Sub_H5N1"
"EF124287","duck_Guangxi_4016_2005","NA","2.3.2",".","Sub_H5N1"
"DQ321043","duck_Hunan_1265_2005","NA","2.3.2",".","Sub_H5N1"
"DQ321029","quail_Guangxi_575_2005","NA","2.3.2",".","Sub_H5N1"
"CY036047","peregrine_falcon_Hong_Kong_5211_2006","NA","2.3.2",".","Sub_H5N1"
"EF124212","pheasant_Shantou_2239_2006","NA","2.3.2",".","Sub_H5N1"
"EF124280","goose_Guangxi_3316_2005","NA","2.3.2",".","Sub_H5N1"
"DQ321027","chicken_Guangxi_2461_2004","NA","2.3.2",".","Sub_H5N1"
"AY737299","chicken_Guangdong_178_04","NA","2.3.2",".","Sub_H5N1"
"AY651478","Ph_ST_44_2004","NA","2.3.2",".","Sub_H5N1"
"CY029260","silky_chicken_Shantou_475_2004","NA","2.3.2",".","Sub_H5N1"
"HM172210","duck_Guangdong_23_2004","NA","2.3.2",".","Sub_H5N1"
"DQ321009","duck_Guangxi_351_2004","NA","2.3.2",".","Sub_H5N1"
"DQ321010","duck_Guangxi_380_2004","NA","2.3.2",".","Sub_H5N1"
"AY518363","duck_China_E319_2_03","NA","2.3.2",".","Sub_H5N1"
"DQ520854","duck_Hubei_3_2005","NA","2.3.2",".","Sub_H5N1"
"FJ517646","pigeon_Zhejiang_17_2005","NA","2.3.2",".","Sub_H5N1"
"AY651475","Dk_HN_5806_2003","NA","2.3.2",".","Sub_H5N1"
"AY651476","Dk_HN_101_2004","NA","2.3.2",".","Sub_H5N1"
"AY651477","Dk_HN_303_2004","NA","2.3.2",".","Sub_H5N1"
"CY029323","duck_Hunan_733_2004","NA","2.3.2",".","Sub_H5N1"
"DQ321042","chicken_Hunan_999_2005","NA","2.3.2",".","Sub_H5N1"
"DQ321037","duck_Hunan_152_2005","NA","2.3.2",".","Sub_H5N1"
"CY029316","duck_Hunan_533_2004","NA","2.3.2",".","Sub_H5N1"
"HM172178","duck_Hunan_70_2004","NA","2.3.2",".","Sub_H5N1"
"AY737291","chicken_Guangdong_191_04","NA","2.3.2",".","Sub_H5N1"
"DQ095667","Quail_Shantou_911_05","NA","2.3.2",".","Sub_H5N1"
"DQ095666","Chicken_Shantou_810_05","NA","2.3.2",".","Sub_H5N1"
"DQ321030","chicken_Guangxi_604_2005","NA","2.3.2",".","Sub_H5N1"
"DQ321031","duck_Guangxi_793_2005","NA","2.3.2",".","Sub_H5N1"
"EF670479","duck_Hunan_15_2004","HA","2.3.4",".","Sub_H5N1"
"DQ992757","goose_Guiyang_3422_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992755","chicken_Guiyang_3055_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992756","duck_Guiyang_3242_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992754","duck_Guiyang_3009_2005","HA","2.3.4",".","Sub_H5N1"
"DQ095629","Duck_Fujian_1734_05","HA","2.3.4",".","Sub_H5N1"
"KP233704","duck_Hunan_316_2005","HA","2.3.4",".","Sub_H5N1"
"EU195400","mallard_Huadong_lk_2005","HA","2.3.4",".","Sub_H5N1"
"HM172100","duck_Jiangxi_80_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992790","duck_Hunan_324_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992838","crested_myna_Hong_Kong_540_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992738","goose_Guangxi_5414_2005","HA","2.3.4",".","Sub_H5N1"
"HM172107","duck_Anhui_56_2005","HA","2.3.4",".","Sub_H5N1"
"EU195392","mallard_Huadong_S_2005","HA","2.3.4",".","Sub_H5N1"
"FJ492882","Fujian_1_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992844","common_magpie_Hong_Kong_2256_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992842","Japanese_white_eye_Hong_Kong_1038_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992843","common_magpie_Hong_Kong_2125_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992777","goose_Shantou_18442_2005","HA","2.3.4",".","Sub_H5N1"
"DQ993117","goose_Guangxi_532_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992784","goose_Shantou_3295_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992783","goose_Shantou_3265_2006","HA","2.3.4",".","Sub_H5N1"
"CY098668","Anhui_1_2006","HA","2.3.4",".","Sub_H5N1"
"EPI280104","Guangdong_1_2006","HA","2.3.4",".","Sub_H5N1"
"AB462295","Shanghai_1_2006","HA","2.3.4",".","Sub_H5N1"
"DQ835313","China_GD01_2006","HA","2.3.4",".","Sub_H5N1"
"DQ842487","goose_Guangzhou_471_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992742","duck_Guangxi_150_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992735","duck_Guangxi_5075_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992739","duck_Guangxi_5457_2005","HA","2.3.4",".","Sub_H5N1"
"CY030977","goose_Yunnan_6193_2006","HA","2.3.4",".","Sub_H5N1"
"CY030897","duck_Yunnan_6490_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992730","duck_Guangxi_4428_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992733","duck_Guangxi_4830_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992729","goose_Guangxi_4289_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992750","duck_Guangxi_804_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992731","goose_Guangxi_4513_2005","HA","2.3.4",".","Sub_H5N1"
"DQ993114","chicken_Guangxi_683_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992748","duck_Guangxi_619_2006","HA","2.3.4",".","Sub_H5N1"
"CY030881","duck_Yunnan_4873_2006","HA","2.3.4",".","Sub_H5N1"
"CY030929","goose_Yunnan_4985_2006","HA","2.3.4",".","Sub_H5N1"
"DQ371930","Guangxi_1_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992787","duck_Hunan_5106_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992763","chicken_Guiyang_29_2006","HA","2.3.4",".","Sub_H5N1"
"GU050317","avian_Hong_Kong_0719_2007","HA","2.3.4",".","Sub_H5N1"
"CY098695","Guangxi_1_2008","HA","2.3.4",".","Sub_H5N1"
"GU050333","avian_Hong_Kong_2372_2007","HA","2.3.4",".","Sub_H5N1"
"GU050310","avian_Hong_Kong_2065_2007","HA","2.3.4",".","Sub_H5N1"
"EPI280096","Hunan_1_2006","HA","2.3.4",".","Sub_H5N1"
"CY030905","goose_Yunnan_3798_2006","HA","2.3.4",".","Sub_H5N1"
"HM172109","duck_Yunnan_47_2006","HA","2.3.4",".","Sub_H5N1"
"DQ993027","goose_Guangxi_1458_2006","HA","2.3.4",".","Sub_H5N1"
"DQ993030","duck_Guangxi_1258_2006","HA","2.3.4",".","Sub_H5N1"
"DQ993026","chicken_Guangxi_1951_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992749","duck_Guangxi_744_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992743","goose_Guangxi_224_2006","HA","2.3.4",".","Sub_H5N1"
"DQ993028","duck_Guangxi_1436_2006","HA","2.3.4",".","Sub_H5N1"
"HM172079","chicken_Guizhou_7_2008","HA","2.3.4",".","Sub_H5N1"
"DQ993031","chicken_Guangxi_1212_2006","HA","2.3.4",".","Sub_H5N1"
"DQ993022","duck_Guangxi_2143_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992745","chicken_Guangxi_463_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992746","duck_Guangxi_392_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992744","duck_Guangxi_288_2006","HA","2.3.4",".","Sub_H5N1"
"DQ993024","goose_Guangxi_1898_2006","HA","2.3.4",".","Sub_H5N1"
"CY030937","goose_Yunnan_5141_2006","HA","2.3.4",".","Sub_H5N1"
"DQ993023","duck_Guangxi_1830_2006","HA","2.3.4",".","Sub_H5N1"
"DQ993025","goose_Guangxi_1633_2006","HA","2.3.4",".","Sub_H5N1"
"HM172088","duck_Hunan_11_2007","HA","2.3.4",".","Sub_H5N1"
"EPI280136","Fujian_1_2007","HA","2.3.4",".","Sub_H5N1"
"HM172096","chicken_Fujian_1_2007","HA","2.3.4",".","Sub_H5N1"
"HM172097","duck_Hunan_29_2006","HA","2.3.4",".","Sub_H5N1"
"KC261464","goose_Eastern_China_223_2008","HA","2.3.4",".","Sub_H5N1"
"KC261463","duck_Eastern_China_057_2007","HA","2.3.4",".","Sub_H5N1"
"CY036269","peregrine_falcon_Hong_Kong_2142_2008","HA","2.3.4",".","Sub_H5N1"
"AB521159","peregrine_falcon_Hong_Kong_810_2009","HA","2.3.4",".","Sub_H5N1"
"KC261466","chicken_North_China_k0604_2010","HA","2.3.4",".","Sub_H5N1"
"KC261467","chicken_Eastern_China_ZG16_2010","HA","2.3.4",".","Sub_H5N1"
"KC261465","chicken_Eastern_China_ZG56_2011","HA","2.3.4",".","Sub_H5N1"
"HM172112","chicken_Hunan_21_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992779","chicken_Shantou_1233_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992776","duck_Shantou_13323_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992828","chicken_Fujian_11933_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992831","chicken_Fujian_584_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992830","chicken_Fujian_12239_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992785","chicken_Shantou_3840_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992819","duck_Fujian_9651_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992829","duck_Fujian_12032_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992826","duck_Fujian_11094_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992761","duck_Guiyang_3996_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992760","duck_Guiyang_3834_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992767","duck_Guiyang_497_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992764","duck_Guiyang_293_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992759","chicken_Guiyang_3721_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992762","chicken_Guiyang_4059_2005","HA","2.3.4",".","Sub_H5N1"
"DQ371928","Anhui_1_2005","HA","2.3.4",".","Sub_H5N1"
"DQ992832","duck_Fujian_668_2006","HA","2.3.4",".","Sub_H5N1"
"KP638516","wildbird_Anhui_82_2005","HA","2.3.4",".","Sub_H5N1"
"HM172072","Anhui_2_2005","HA","2.3.4",".","Sub_H5N1"
"HM172071","duck_Hubei_49_2005","HA","2.3.4",".","Sub_H5N1"
"EU594349","duck_Hubei_Hangmei01_2006","HA","2.3.4",".","Sub_H5N1"
"CY098681","Anhui_1_2007","HA","2.3.4",".","Sub_H5N1"
"CY036133","scaly_breasted_munia_Hong_Kong_2433_2007","HA","2.3.4",".","Sub_H5N1"
"CY036141","chestnut_munia_Hong_Kong_2442_2007","HA","2.3.4",".","Sub_H5N1"
"HM172070","goose_Hubei_65_2005","HA","2.3.4",".","Sub_H5N1"
"DQ520855","chicken_Zhejiang_24_2005","HA","2.3.4",".","Sub_H5N1"
"JX094831","turtle_dove_Guangdong_300_2005","HA","2.3.4",".","Sub_H5N1"
"FJ784851","chicken_Hubei_2856_2007","HA","2.3.4",".","Sub_H5N1"
"FJ784843","chicken_Henan_1362_2006","HA","2.3.4",".","Sub_H5N1"
"FJ784845","duck_Henan_1650_2006","HA","2.3.4",".","Sub_H5N1"
"FJ784842","chicken_Anhui_1089_2007","HA","2.3.4",".","Sub_H5N1"
"GU596984","duck_Shandong_009_2008","HA","2.3.4",".","Sub_H5N1"
"GU727677","duck_Eastern_China_909_2009","HA","2.3.4",".","Sub_H5N1"
"CY098790","duck_feces_Hebei_5_2009","HA","2.3.4",".","Sub_H5N1"
"CY098709","Beijing_1_2009","HA","2.3.4",".","Sub_H5N1"
"CY098766","water_Hebei_1_2009","HA","2.3.4",".","Sub_H5N1"
"CY098702","Guangdong_1_2008","HA","2.3.4",".","Sub_H5N1"
"EPI280144","Jiangsu_1_2007","HA","2.3.4",".","Sub_H5N1"
"CY098716","Shandong_1_2009","HA","2.3.4",".","Sub_H5N1"
"GQ202211","tree_sparrow_Jiangsu_1_2008","HA","2.3.4",".","Sub_H5N1"
"KC683523","swine_Jiangsu_2_2009","HA","2.3.4",".","Sub_H5N1"
"HM172074","chicken_Hunan_1_2009","HA","2.3.4",".","Sub_H5N1"
"CY098845","water_Hunan_3_2009","HA","2.3.4",".","Sub_H5N1"
"CY098641","Hubei_1_2006","HA","2.3.4",".","Sub_H5N1"
"CY098603","Sichuan_2_2006","HA","2.3.4",".","Sub_H5N1"
"FJ492881","Sichuan_1_2006","HA","2.3.4",".","Sub_H5N1"
"DQ992839","common_magpie_Hong_Kong_645_2006","HA","2.3.4",".","Sub_H5N1"
"EPI279949","Zhejiang_1_2006","HA","2.3.4",".","Sub_H5N1"
"FJ784841","duck_Hunan_689_2006","HA","2.3.4",".","Sub_H5N1"
"GU182214","environment_Hunan_1_8_2007","HA","2.3.4",".","Sub_H5N1"
"FJ784849","duck_Hunan_1964_2007","HA","2.3.4",".","Sub_H5N1"
"GU220793","lesser_kestrel_Heilongjiang_194_2007","HA","2.3.4",".","Sub_H5N1"
"FJ784852","duck_Hubei_2911_2007","HA","2.3.4",".","Sub_H5N1"
"CY036157","long_tailed_shrike_Hong_Kong_2762_2007","HA","2.3.4",".","Sub_H5N1"
"KC690156","domestic_green_winged_teal_Hunan_3450_2006","HA","2.3.4",".","Sub_H5N1"
"FJ784853","chicken_Hubei_3002_2007","HA","2.3.4",".","Sub_H5N1"
"FJ784854","chicken_Hunan_3157_2006","HA","2.3.4",".","Sub_H5N1"
"FJ784846","duck_Henan_1652_2006","HA","2.3.4",".","Sub_H5N1"
"CY036053","scaly_breasted_munia_Hong_Kong_45_2007","HA","2.3.4",".","Sub_H5N1"
"CY036061","crested_goshawk_Hong_Kong_458_2007","HA","2.3.4",".","Sub_H5N1"
"GU182182","environment_Hunan_6_69_2008","HA","2.3.4",".","Sub_H5N1"
"DQ992792","duck_Hunan_856_2006","HA","2.3.4",".","Sub_H5N1"
"FJ784844","duck_Henan_1647_2006","HA","2.3.4",".","Sub_H5N1"
"FJ784847","chicken_Hunan_1793_2007","HA","2.3.4",".","Sub_H5N1"
"FJ784856","duck_Hunan_3340_2006","HA","2.3.4",".","Sub_H5N1"
